Sample	Chromosome	Start	End	Num_Probes	Segment_Mean
TCGA-AO-A129-01	4	13384032	38821041	16429	-0.1655
TCGA-AO-A129-01	4	38822839	53546869	5689	0.1004
TCGA-AO-A129-01	4	53547503	53598596	49	0.3451
TCGA-AO-A129-01	4	53599021	61251141	4869	0.1127
TCGA-AO-A129-01	4	61252981	62099628	445	0.4265
TCGA-AO-A129-01	4	62103087	62105499	2	-0.0371
TCGA-AO-A129-01	4	62109250	65700083	1815	-0.267
TCGA-AO-A129-01	4	65701338	65701480	3	-2.4418
TCGA-AO-A129-01	4	65703050	90199723	13821	-0.2895
TCGA-AO-A129-01	4	90201247	90410086	142	-0.4774
TCGA-AO-A129-01	4	90415785	97315939	3765	-0.2841
TCGA-AO-A129-01	4	97319500	97319544	2	-1.8115
TCGA-AO-A129-01	4	97322129	104505075	3876	-0.2892
TCGA-AO-A129-01	4	104507038	148612399	24283	-0.3146
TCGA-AO-A129-01	4	148615768	151381886	1319	-0.2954
TCGA-AO-A129-01	4	151385657	152407528	586	0.0889
TCGA-AO-A129-01	4	152408690	153025155	335	-0.3351
TCGA-AO-A129-01	4	153025515	153025879	2	-2.0864
TCGA-AO-A129-01	4	153025993	153470964	245	-0.357
TCGA-AO-A129-01	4	153471526	154764357	819	-0.3033
TCGA-AO-A129-01	4	154770456	154786117	19	-0.8479
TCGA-AO-A129-01	4	154787609	169982973	8618	-0.3072
TCGA-AO-A129-01	4	169985789	169987457	3	-1.4167
TCGA-AO-A129-01	4	169988122	173159944	1648	-0.3125
TCGA-AO-A129-01	4	173160447	187842528	7423	-0.3441
TCGA-AO-A129-01	5	914118	5125892	2813	-0.1455
TCGA-AO-A129-01	5	5129826	5150434	20	0.245
TCGA-AO-A129-01	5	5153798	10455113	4157	-0.137
TCGA-AO-A129-01	5	10456867	32467878	11981	0.1112
TCGA-AO-A129-01	5	32468154	35568014	1561	0.0441
TCGA-AO-A129-01	5	35577794	35597904	15	0.4344
TCGA-AO-A129-01	5	35608661	36402012	559	-0.1795
TCGA-AO-A129-01	5	36402679	36403445	5	-1.0167
TCGA-AO-A129-01	5	36404072	57589036	9200	-0.1674
TCGA-AO-A129-01	5	57589077	166712304	62217	-0.3312
TCGA-AO-A129-01	5	166713196	177674850	6917	-0.3609
TCGA-AO-A129-01	5	177680789	179513195	858	-0.0707
TCGA-AO-A129-01	5	179513592	180481149	523	0.2894
TCGA-AO-A129-01	5	180483361	180934240	148	-0.0844
TCGA-AO-A129-01	6	1011760	5869573	3434	0.3046
TCGA-AO-A129-01	6	5869650	16060752	7292	0.2737
TCGA-AO-A129-01	6	16061222	16938138	683	0.2154
TCGA-AO-A129-01	6	16938393	17744098	441	0.2719
TCGA-AO-A129-01	6	17744360	19166606	1010	0.0862
TCGA-AO-A129-01	6	19166919	24435872	3754	-0.0903
TCGA-AO-A129-01	6	24436859	24436880	2	-1.4961
TCGA-AO-A129-01	6	24439300	27412423	1405	-0.1161
TCGA-AO-A129-01	6	27414036	28632510	482	0.2913
TCGA-AO-A129-01	6	28632715	30058369	442	-0.0832
TCGA-AO-A129-01	6	30058513	33334889	623	0.1595
TCGA-AO-A129-01	6	33339017	36309036	1506	-0.0881
TCGA-AO-A129-01	6	36309774	38496822	1427	0.0709
TCGA-AO-A129-01	6	38496850	39431883	757	0.2459
TCGA-AO-A129-01	6	39433356	41082156	1247	0.5857
TCGA-AO-A129-01	6	41085953	41234458	84	0.988
TCGA-AO-A129-01	6	41237848	46803905	3125	0.6152
TCGA-AO-A129-01	6	46804417	47490613	530	0.0897
TCGA-AO-A129-01	6	47490812	74823704	13313	0.2042
TCGA-AO-A129-01	6	74823736	74999049	119	0.4339
TCGA-AO-A129-01	6	74999786	75365163	219	0.1956
TCGA-AO-A129-01	6	75368232	75862951	239	0.436
TCGA-AO-A129-01	6	75863255	102334147	14446	0.1916
TCGA-AO-A129-01	6	102337941	102721567	198	0.609
TCGA-AO-A129-01	6	102727320	109173287	3777	0.1824
TCGA-AO-A129-01	6	109174141	109392130	180	0.4413
TCGA-AO-A129-01	6	109394399	138675396	17575	0.1694
TCGA-AO-A129-01	6	138676352	154032236	9657	0.0274
TCGA-AO-A129-01	6	154043167	154507310	377	0.4793
TCGA-AO-A129-01	6	154508640	165197984	6505	0.0251
TCGA-AO-A129-01	6	165198367	165198484	2	-1.9369
TCGA-AO-A129-01	6	165199171	169321418	1702	0.0123
TCGA-AO-A129-01	6	169322446	169324991	6	0.635
TCGA-AO-A129-01	6	169326384	170596889	550	0.0317
TCGA-AO-A129-01	7	664936	15809327	7620	0.0406
TCGA-AO-A129-01	7	15810059	16620849	583	0.1103
TCGA-AO-A129-01	7	16623064	17987347	435	0.0402
TCGA-AO-A129-01	7	17991173	18621786	402	0.293
TCGA-AO-A129-01	7	18624056	19778941	290	0.0689
TCGA-AO-A129-01	7	19779048	20586380	584	0.5215
TCGA-AO-A129-01	7	20594019	23969804	2376	0.0919
TCGA-AO-A129-01	7	23972589	26070549	1668	0.2107
TCGA-AO-A129-01	7	26071130	28922563	1880	0.4011
TCGA-AO-A129-01	7	28923121	32445998	2210	0.4496
TCGA-AO-A129-01	7	32447368	35404796	1682	0.4091
TCGA-AO-A129-01	7	35404938	35406974	4	1.138
TCGA-AO-A129-01	7	35409470	35420076	7	0.2658
TCGA-AO-A129-01	7	35420937	49291372	8877	0.1033
TCGA-AO-A129-01	7	49297451	49530353	157	-0.0449
TCGA-AO-A129-01	7	49530820	49574815	28	0.1313
TCGA-AO-A129-01	7	49574831	49845987	195	0.2473
TCGA-AO-A129-01	7	49846258	57864241	4575	-0.0423
TCGA-AO-A129-01	7	57876479	64880146	391	0.1352
TCGA-AO-A129-01	7	64880295	64960551	38	-0.0316
TCGA-AO-A129-01	7	64962282	78189076	5245	-0.3056
TCGA-AO-A129-01	7	78192121	78284154	80	0.0109
TCGA-AO-A129-01	7	78284601	82670173	2741	0.3378
TCGA-AO-A129-01	7	82670473	90302028	3318	0.041
TCGA-AO-A129-01	7	90307190	92181872	1119	0.1128
TCGA-AO-A129-01	7	92201171	105298282	6793	0.0314
TCGA-AO-A129-01	7	105302804	105931151	309	0.1904
TCGA-AO-A129-01	7	105931477	128737548	12218	0.0171
TCGA-AO-A129-01	7	128738251	129618008	413	0.2906
TCGA-AO-A129-01	7	129618558	142554630	7489	0.3291
TCGA-AO-A129-01	7	142554640	146831221	1872	0.2865
TCGA-AO-A129-01	7	146833767	147343885	335	0.4562
TCGA-AO-A129-01	7	147343905	158592540	5970	0.2894
TCGA-AO-A129-01	8	667625	8418738	3253	-0.3847
TCGA-AO-A129-01	8	8423948	9183592	576	-0.1462
TCGA-AO-A129-01	8	9325829	43036958	21201	-0.3474
TCGA-AO-A129-01	8	43038751	65581635	10925	0.0908
TCGA-AO-A129-01	8	65584094	70206620	2661	0.2206
TCGA-AO-A129-01	8	70210786	70516482	147	0.3414
TCGA-AO-A129-01	8	70516519	73053822	1614	0.2224
TCGA-AO-A129-01	8	73054990	79469638	3650	0.6649
TCGA-AO-A129-01	8	79472729	82588600	1688	0.227
TCGA-AO-A129-01	8	82592647	97218317	8226	0.0102
TCGA-AO-A129-01	8	97218611	100362825	1667	0.2178
TCGA-AO-A129-01	8	100367294	105518295	3154	0.4874
TCGA-AO-A129-01	8	105519571	119342745	7705	0.7733
TCGA-AO-A129-01	8	119343535	138304857	13366	0.7122
TCGA-AO-A129-01	8	138305554	139765188	1222	0.3462
TCGA-AO-A129-01	8	139765344	144182542	1107	0.4162
TCGA-AO-A129-01	9	789794	1778025	444	0.0501
TCGA-AO-A129-01	9	1806432	4070888	1888	0.5441
TCGA-AO-A129-01	9	4071305	4443421	332	0.671
TCGA-AO-A129-01	9	4443744	4969787	372	0.5218
TCGA-AO-A129-01	9	4970715	5974573	523	0.4453
TCGA-AO-A129-01	9	5975097	12705162	2878	0.3895
TCGA-AO-A129-01	9	12705295	15339724	2085	0.4318
TCGA-AO-A129-01	9	15339776	17641130	1770	0.229
TCGA-AO-A129-01	9	17641811	19116545	1331	0.0997
TCGA-AO-A129-01	9	19122709	19131880	16	0.4859
TCGA-AO-A129-01	9	19131936	33435058	8805	0.1139
TCGA-AO-A129-01	9	33437557	37455158	2208	-0.0069
TCGA-AO-A129-01	9	37459104	38406181	644	0.1727
TCGA-AO-A129-01	9	38406194	70175618	1680	0.093
TCGA-AO-A129-01	9	70178093	70310211	59	0.3525
TCGA-AO-A129-01	9	70324487	72035541	1232	0.0888
TCGA-AO-A129-01	9	72035964	72038208	5	0.6632
TCGA-AO-A129-01	9	72042717	73090591	676	0.1023
TCGA-AO-A129-01	9	73091051	73375705	159	0.4805
TCGA-AO-A129-01	9	73379308	73414583	9	1.129
TCGA-AO-A129-01	9	73414910	73690280	161	0.5024
TCGA-AO-A129-01	9	73692613	76639885	2090	0.0829
TCGA-AO-A129-01	9	76643479	76925071	244	0.4731
TCGA-AO-A129-01	9	76927562	78071821	746	0.09
TCGA-AO-A129-01	9	78073150	78411717	214	0.3271
TCGA-AO-A129-01	9	78412311	80590275	1587	0.0979
TCGA-AO-A129-01	9	80590504	80608774	18	0.198
TCGA-AO-A129-01	9	80608813	81019098	330	0.4571
TCGA-AO-A129-01	9	81019914	83611644	1720	0.255
TCGA-AO-A129-01	9	83613601	84192751	363	0.0935
TCGA-AO-A129-01	9	84193012	95932600	7833	0.2644
TCGA-AO-A129-01	9	95935681	104123258	4720	-0.1587
TCGA-AO-A129-01	9	104126031	136862025	20951	-0.328
TCGA-AO-A129-01	9	136869456	137415594	98	0.2064
TCGA-AO-A129-01	9	137418573	137496163	22	0.8209
TCGA-AO-A129-01	9	137563956	138044505	202	0.2032
TCGA-AO-A129-01	10	366509	6272859	3880	1.1834
TCGA-AO-A129-01	10	6273248	8146903	1471	0.9444
TCGA-AO-A129-01	10	8146967	11771155	2801	1.1306
TCGA-AO-A129-01	10	11772447	12144450	157	1.3885
TCGA-AO-A129-01	10	12148774	12594917	321	1.1592
TCGA-AO-A129-01	10	12596886	13787918	1014	1.039
TCGA-AO-A129-01	10	13789399	13989722	225	0.8322
TCGA-AO-A129-01	10	13990029	14130032	144	1.0094
TCGA-AO-A129-01	10	14130635	18483627	3210	0.824
TCGA-AO-A129-01	10	18487534	19689125	855	0.618
TCGA-AO-A129-01	10	19695337	24529034	3188	0.506
TCGA-AO-A129-01	10	24533518	24562734	31	0.6358
TCGA-AO-A129-01	10	24562781	24574091	10	0.7252
TCGA-AO-A129-01	10	24577645	27192653	1641	0.2229
TCGA-AO-A129-01	10	27195908	69951309	22463	0.0765
TCGA-AO-A129-01	10	69953140	69953415	2	-1.2872
TCGA-AO-A129-01	10	69954484	74108418	2253	0.0678
TCGA-AO-A129-01	10	74111132	76845558	1625	-0.1493
TCGA-AO-A129-01	10	76855348	77253450	353	0.2414
TCGA-AO-A129-01	10	77253469	77675982	385	0.0799
TCGA-AO-A129-01	10	77678214	86713946	5972	-0.3388
TCGA-AO-A129-01	10	86714400	87503230	199	0.1021
TCGA-AO-A129-01	10	87503615	87911903	311	-0.3037
TCGA-AO-A129-01	10	87912205	87968369	113	-0.171
TCGA-AO-A129-01	10	87970890	88054808	76	-0.3163
TCGA-AO-A129-01	10	88056688	89668647	1103	-0.3745
TCGA-AO-A129-01	10	89669514	95241720	3075	-0.3166
TCGA-AO-A129-01	10	95242551	95243046	3	-1.846
TCGA-AO-A129-01	10	95243244	97099006	1246	-0.3394
TCGA-AO-A129-01	10	97099421	97451154	241	-0.0569
TCGA-AO-A129-01	10	97455914	100041578	1564	-0.3314
TCGA-AO-A129-01	10	100043898	101079621	561	-0.034
TCGA-AO-A129-01	10	101083513	101876922	361	-0.3264
TCGA-AO-A129-01	10	101879954	107555509	3489	-0.1089
TCGA-AO-A129-01	10	107555583	115706075	5392	0.1199
TCGA-AO-A129-01	10	115709447	115922653	161	-0.0148
TCGA-AO-A129-01	10	115922712	116136680	174	0.1493
TCGA-AO-A129-01	10	116140345	117217734	700	0.5751
TCGA-AO-A129-01	10	117220222	117322805	83	0.0712
TCGA-AO-A129-01	10	117329328	118492593	852	-0.3846
TCGA-AO-A129-01	10	118493094	118493343	2	-2.3176
TCGA-AO-A129-01	10	118493438	119132174	403	-0.3484
TCGA-AO-A129-01	10	119133306	119133610	2	-1.755
TCGA-AO-A129-01	10	119133907	122420497	2618	-0.3498
TCGA-AO-A129-01	10	122423575	124042637	1164	-0.1878
TCGA-AO-A129-01	10	124045597	124050888	4	-0.0603
TCGA-AO-A129-01	10	124054676	124257616	58	0.2176
TCGA-AO-A129-01	10	124259691	125506455	777	0.2932
TCGA-AO-A129-01	10	125507701	129426168	3057	0.2305
TCGA-AO-A129-01	10	129426731	133411599	1426	0.0477
TCGA-AO-A129-01	11	456012	9874556	5073	0.0809
TCGA-AO-A129-01	11	9874569	11298985	1085	0.2425
TCGA-AO-A129-01	11	11300128	11346980	62	0.572
TCGA-AO-A129-01	11	11352297	13990675	2163	0.2402
TCGA-AO-A129-01	11	13991333	16470571	1499	0.1113
TCGA-AO-A129-01	11	16470850	19888569	2400	0.2827
TCGA-AO-A129-01	11	19889471	25928566	4132	0.2409
TCGA-AO-A129-01	11	25928947	26039097	106	0.3185
TCGA-AO-A129-01	11	26039431	34575000	5391	0.3761
TCGA-AO-A129-01	11	34575510	34777063	49	0.5794
TCGA-AO-A129-01	11	34779554	38002309	1946	0.3326
TCGA-AO-A129-01	11	38002559	38809924	455	0.2812
TCGA-AO-A129-01	11	38816637	56249180	6306	0.0619
TCGA-AO-A129-01	11	56249220	60814059	2588	-0.136
TCGA-AO-A129-01	11	60816449	61280259	281	-0.0031
TCGA-AO-A129-01	11	61280540	66238739	1775	-0.1756
TCGA-AO-A129-01	11	66248302	70086344	1556	0.0686
TCGA-AO-A129-01	11	70089341	70480702	202	0.2748
TCGA-AO-A129-01	11	70481200	81253480	6246	0.0616
TCGA-AO-A129-01	11	81255309	86297221	2877	0.2711
TCGA-AO-A129-01	11	86304156	101995485	10084	0.0739
TCGA-AO-A129-01	11	101996049	113640934	6896	-0.1706
TCGA-AO-A129-01	11	113642664	113747253	73	0.2075
TCGA-AO-A129-01	11	113748214	113972277	144	-0.3365
TCGA-AO-A129-01	11	113972755	117052772	2277	-0.189
TCGA-AO-A129-01	11	117054147	131442445	10128	-0.0293
TCGA-AO-A129-01	11	131442599	132492441	903	-0.0847
TCGA-AO-A129-01	11	132492728	132629442	122	-0.0259
TCGA-AO-A129-01	11	132632317	132923284	213	-0.1109
TCGA-AO-A129-01	11	132923301	132925674	2	-1.2595
TCGA-AO-A129-01	11	132925743	133121868	21	-0.0956
TCGA-AO-A129-01	11	133122224	134272740	472	-0.3705
TCGA-AO-A129-01	12	780472	8444196	4301	0.5974
TCGA-AO-A129-01	12	8447767	14978300	3778	0.2965
TCGA-AO-A129-01	12	14980786	16881812	1163	-0.061
TCGA-AO-A129-01	12	16882753	33366515	10458	0.1033
TCGA-AO-A129-01	12	33366590	39072757	124	-0.0171
TCGA-AO-A129-01	12	39072799	47392792	4668	-0.0514
TCGA-AO-A129-01	12	47393029	54013164	3417	-0.318
TCGA-AO-A129-01	12	54020376	54050824	13	0.1684
TCGA-AO-A129-01	12	54051304	68108910	8325	-0.3155
TCGA-AO-A129-01	12	68109851	68742645	461	-0.0392
TCGA-AO-A129-01	12	68745010	68829208	59	0.1249
TCGA-AO-A129-01	12	68829220	72767729	2440	-0.0476
TCGA-AO-A129-01	12	72768110	80446147	4653	-0.3158
TCGA-AO-A129-01	12	80446276	80456533	2	-2.0009
TCGA-AO-A129-01	12	80458189	95343678	8951	-0.3239
TCGA-AO-A129-01	12	95346443	95623148	207	0.1015
TCGA-AO-A129-01	12	95625775	126425503	18826	-0.334
TCGA-AO-A129-01	12	126425827	131600363	2134	-0.3873
TCGA-AO-A129-01	12	131600502	131609044	13	-0.2844
TCGA-AO-A129-01	12	131687196	131693167	6	0.1614
TCGA-AO-A129-01	12	131696767	132605822	214	-0.3278
TCGA-AO-A129-01	13	18874255	27414899	4716	-0.3474
TCGA-AO-A129-01	13	27415078	30885132	2534	-0.1543
TCGA-AO-A129-01	13	30885661	31317024	276	0.0222
TCGA-AO-A129-01	13	31318549	61396809	17398	-0.3263
TCGA-AO-A129-01	13	61397925	61398504	2	-1.9253
TCGA-AO-A129-01	13	61399927	71134226	4660	-0.3202
TCGA-AO-A129-01	13	71134268	72360900	771	-0.1732
TCGA-AO-A129-01	13	72360954	92477454	12304	0.1987
TCGA-AO-A129-01	13	92480307	92537798	45	0.4952
TCGA-AO-A129-01	13	92540999	112572705	13699	0.1971
TCGA-AO-A129-01	13	112579964	112862607	161	0.3909
TCGA-AO-A129-01	13	113081740	114226675	374	0.2103
TCGA-AO-A129-01	14	20033191	21305304	750	-0.1502
TCGA-AO-A129-01	14	21309553	26294421	2232	0.0117
TCGA-AO-A129-01	14	26300516	26300517	2	1.187
TCGA-AO-A129-01	14	26300519	28182941	952	0.0103
TCGA-AO-A129-01	14	28194638	31761548	1906	0.2168
TCGA-AO-A129-01	14	31762236	31923288	100	0.3829
TCGA-AO-A129-01	14	31923325	32843866	660	0.2606
TCGA-AO-A129-01	14	32846880	38460850	3579	-0.3214
TCGA-AO-A129-01	14	38462054	38462354	9	0.2398
TCGA-AO-A129-01	14	38462461	39166501	351	-0.2953
TCGA-AO-A129-01	14	39168645	39335069	85	-0.01
TCGA-AO-A129-01	14	39337363	51106799	5464	-0.3122
TCGA-AO-A129-01	14	51108547	51123598	16	0.158
TCGA-AO-A129-01	14	51124202	88112528	23288	-0.3264
TCGA-AO-A129-01	14	88114013	100436787	8118	-0.3502
TCGA-AO-A129-01	14	100439703	103886034	1746	-0.3317
TCGA-AO-A129-01	14	103890845	103892784	2	-1.7418
TCGA-AO-A129-01	14	103893234	105533894	438	-0.3076
TCGA-AO-A129-01	15	23437561	33487917	4010	-0.3582
TCGA-AO-A129-01	15	33488347	33826195	328	-0.3131
TCGA-AO-A129-01	15	33826937	33827822	3	-1.5245
TCGA-AO-A129-01	15	33828316	57497842	13830	-0.327
TCGA-AO-A129-01	15	57498000	64933524	5266	-0.3521
TCGA-AO-A129-01	15	64943810	66218776	688	0.2202
TCGA-AO-A129-01	15	66221475	66409345	97	0.4919
TCGA-AO-A129-01	15	66410105	68425120	1347	0.2123
TCGA-AO-A129-01	15	68425661	71120374	1692	0.1697
TCGA-AO-A129-01	15	71121060	73604037	1389	0.2042
TCGA-AO-A129-01	15	73605225	74020453	313	0.2898
TCGA-AO-A129-01	15	74021632	74022307	10	-0.0182
TCGA-AO-A129-01	15	74022434	74188070	109	0.3164
TCGA-AO-A129-01	15	74189501	74303471	68	0.4486
TCGA-AO-A129-01	15	74304314	74353763	23	0.3124
TCGA-AO-A129-01	15	74357054	78436725	1748	0.2093
TCGA-AO-A129-01	15	78437397	90996467	7361	0.3367
TCGA-AO-A129-01	15	91000010	101344124	6441	0.1865
TCGA-AO-A129-01	16	603333	11452855	5979	-0.1419
TCGA-AO-A129-01	16	11453632	11471156	16	0.3518
TCGA-AO-A129-01	16	11473228	14617537	2233	-0.1412
TCGA-AO-A129-01	16	14618728	47299097	6113	0.092
TCGA-AO-A129-01	16	47299712	47337251	13	-0.3417
TCGA-AO-A129-01	16	47344877	62348633	9956	0.0953
TCGA-AO-A129-01	16	62351589	76315100	7660	-0.1348
TCGA-AO-A129-01	16	76317395	76321358	6	-1.3907
TCGA-AO-A129-01	16	76321901	76334065	8	-0.8908
TCGA-AO-A129-01	16	76336020	76336204	3	-1.6819
TCGA-AO-A129-01	16	76336994	79151927	2410	-0.1646
TCGA-AO-A129-01	16	79154651	80658483	1438	-0.3549
TCGA-AO-A129-01	16	80660356	80663322	4	-1.481
TCGA-AO-A129-01	16	80664019	81031454	265	-0.3329
TCGA-AO-A129-01	16	81034494	88252962	4950	-0.0685
