Sample	Chromosome	Start	End	Num_Probes	Segment_Mean
TCGA-A2-A3XX-01	8	73436905	73869243	243	0.3054
TCGA-A2-A3XX-01	8	73871286	74437916	386	1.0146
TCGA-A2-A3XX-01	8	74439000	93169251	10086	1.1008
TCGA-A2-A3XX-01	8	93169443	107071665	7986	1.0607
TCGA-A2-A3XX-01	8	107071818	121506602	8446	1.0909
TCGA-A2-A3XX-01	8	121511498	121511853	2	-0.7987
TCGA-A2-A3XX-01	8	121513371	122034277	341	1.0831
TCGA-A2-A3XX-01	8	122038380	122038615	2	-0.7394
TCGA-A2-A3XX-01	8	122043368	122326616	168	1.1427
TCGA-A2-A3XX-01	8	122327011	122737321	293	1.0423
TCGA-A2-A3XX-01	8	122737717	122737747	2	-1.1548
TCGA-A2-A3XX-01	8	122737768	144182542	13529	1.053
TCGA-A2-A3XX-01	9	789794	3159793	1693	-0.2729
TCGA-A2-A3XX-01	9	3160292	3160565	2	-2.3604
TCGA-A2-A3XX-01	9	3168100	138044505	66704	-0.2767
TCGA-A2-A3XX-01	10	366509	23992088	16847	0.0589
TCGA-A2-A3XX-01	10	23992663	23992997	3	-1.4169
TCGA-A2-A3XX-01	10	23994146	36102376	7959	0.0551
TCGA-A2-A3XX-01	10	36103517	36105241	8	-1.3012
TCGA-A2-A3XX-01	10	36107514	47268342	3578	0.0481
TCGA-A2-A3XX-01	10	47269078	133411599	52840	0.0093
TCGA-A2-A3XX-01	11	456012	60122662	32829	-0.2709
TCGA-A2-A3XX-01	11	60123009	76430072	7269	-0.242
TCGA-A2-A3XX-01	11	76431975	76437238	5	-1.2536
TCGA-A2-A3XX-01	11	76437698	95302759	11406	-0.2399
TCGA-A2-A3XX-01	11	95304837	95305093	2	-2.5248
TCGA-A2-A3XX-01	11	95305299	130528552	23682	-0.2367
TCGA-A2-A3XX-01	11	130529088	134272740	2332	-0.2826
TCGA-A2-A3XX-01	12	780472	25232494	14369	-0.2489
TCGA-A2-A3XX-01	12	25233686	25233785	4	-1.9143
TCGA-A2-A3XX-01	12	25233800	100012764	41505	-0.2589
TCGA-A2-A3XX-01	12	100016356	100020282	6	-1.7121
TCGA-A2-A3XX-01	12	100022866	132605822	18392	-0.2834
TCGA-A2-A3XX-01	13	18874255	36839476	11275	-0.2614
TCGA-A2-A3XX-01	13	36839719	81228506	25020	-0.2364
TCGA-A2-A3XX-01	13	81231551	81237549	2	-1.8231
TCGA-A2-A3XX-01	13	81241730	93157522	6828	-0.2474
TCGA-A2-A3XX-01	13	93157558	93161500	4	-1.2635
TCGA-A2-A3XX-01	13	93161773	100412860	4639	-0.2448
TCGA-A2-A3XX-01	13	100413296	114226675	9189	-0.2682
TCGA-A2-A3XX-01	14	20033191	105533894	49736	-0.2712
TCGA-A2-A3XX-01	15	23437561	101344124	44757	-0.2638
TCGA-A2-A3XX-01	16	603333	603862	6	0.0074
TCGA-A2-A3XX-01	16	605262	25860003	11611	0.2793
TCGA-A2-A3XX-01	16	25860065	26629440	635	0.2191
TCGA-A2-A3XX-01	16	26629610	26629949	3	-0.6488
TCGA-A2-A3XX-01	16	26631138	26660794	20	0.2273
TCGA-A2-A3XX-01	16	26663066	48646629	2706	0.2615
TCGA-A2-A3XX-01	16	48648673	51791863	2228	0.2146
TCGA-A2-A3XX-01	16	51792347	72180714	12356	0.2504
TCGA-A2-A3XX-01	16	72183039	89317317	11631	0.219
TCGA-A2-A3XX-01	17	1074619	10268167	4783	0.0311
TCGA-A2-A3XX-01	17	10268283	10269971	6	-0.9643
TCGA-A2-A3XX-01	17	10269993	29848086	6247	0.0265
TCGA-A2-A3XX-01	17	29853818	29855667	5	-1.7207
TCGA-A2-A3XX-01	17	29858131	82959812	26209	0.0265
TCGA-A2-A3XX-01	18	326691	22128784	8707	0.2156
TCGA-A2-A3XX-01	18	22129881	22138587	6	-0.5732
TCGA-A2-A3XX-01	18	22139959	31472670	5725	0.2308
TCGA-A2-A3XX-01	18	31473041	31473940	3	-1.6939
TCGA-A2-A3XX-01	18	31475130	76142108	26528	0.228
TCGA-A2-A3XX-01	18	76142263	79349796	1988	0.1825
TCGA-A2-A3XX-01	19	283868	23872082	9053	-0.2556
TCGA-A2-A3XX-01	19	27749470	27960357	126	0.1431
TCGA-A2-A3XX-01	19	27964822	29197825	999	0.2837
TCGA-A2-A3XX-01	19	29198373	29768529	450	0.1886
TCGA-A2-A3XX-01	19	29773409	29817293	50	0.3693
TCGA-A2-A3XX-01	19	29817317	29817509	3	1.0147
TCGA-A2-A3XX-01	19	29817561	29995840	121	0.3883
TCGA-A2-A3XX-01	19	30002166	30172766	117	0.0847
TCGA-A2-A3XX-01	19	30173712	31624977	1058	0.2012
TCGA-A2-A3XX-01	19	31631285	31679667	41	0.0246
TCGA-A2-A3XX-01	19	31767055	31805383	33	-0.7257
TCGA-A2-A3XX-01	19	31809192	31848457	33	0.5764
TCGA-A2-A3XX-01	19	31851449	33415747	986	0.1911
TCGA-A2-A3XX-01	19	33415858	34562900	773	0.3177
TCGA-A2-A3XX-01	19	34566303	35049589	286	0.4318
TCGA-A2-A3XX-01	19	35049978	35497846	321	0.2471
TCGA-A2-A3XX-01	19	35497892	36424155	391	0.1275
TCGA-A2-A3XX-01	19	36430314	37175073	387	0.2625
TCGA-A2-A3XX-01	19	37176608	38828554	822	0.3646
TCGA-A2-A3XX-01	19	38830320	38907991	32	1.1969
TCGA-A2-A3XX-01	19	38908009	39773273	370	0.9333
TCGA-A2-A3XX-01	19	39773884	40430615	354	1.1685
TCGA-A2-A3XX-01	19	40430786	40473805	9	0.0657
TCGA-A2-A3XX-01	19	40474245	45490876	2009	-0.1923
TCGA-A2-A3XX-01	19	45502078	45839232	91	0.1294
TCGA-A2-A3XX-01	19	45840178	47898238	879	-0.0695
TCGA-A2-A3XX-01	19	47898254	48092454	144	0.0418
TCGA-A2-A3XX-01	19	48096806	48995652	361	0.096
TCGA-A2-A3XX-01	19	48997701	50186386	329	0.3141
TCGA-A2-A3XX-01	19	50195360	51159720	404	0.2096
TCGA-A2-A3XX-01	19	51162007	52469597	613	0.3388
TCGA-A2-A3XX-01	19	52470939	53009562	135	0.1174
TCGA-A2-A3XX-01	19	53051455	58370362	2356	-0.6666
TCGA-A2-A3XX-01	20	472817	1955646	892	0.006
TCGA-A2-A3XX-01	20	1959211	1960100	4	-0.996
TCGA-A2-A3XX-01	20	1960485	11133007	5852	0.0238
TCGA-A2-A3XX-01	20	11133978	11135084	4	-1.1988
TCGA-A2-A3XX-01	20	11135544	26204548	10193	0.0143
TCGA-A2-A3XX-01	20	26205069	45509271	8380	0.2615
TCGA-A2-A3XX-01	20	45511366	54594501	6047	0.2989
TCGA-A2-A3XX-01	20	54594887	63588502	6183	0.2476
TCGA-A2-A3XX-01	21	13974127	27240726	8492	0.2876
TCGA-A2-A3XX-01	21	27245401	27245501	2	-1.0898
TCGA-A2-A3XX-01	21	27258103	41834091	10128	0.2641
TCGA-A2-A3XX-01	21	41837082	41844252	3	-0.9435
TCGA-A2-A3XX-01	21	41848106	46262057	1968	0.27
TCGA-A2-A3XX-01	22	16934932	18103221	742	-0.0291
TCGA-A2-A3XX-01	22	18103641	18103991	2	-1.7057
TCGA-A2-A3XX-01	22	18107504	27482027	2846	-0.0506
TCGA-A2-A3XX-01	22	27482896	27483209	4	-0.9954
TCGA-A2-A3XX-01	22	27484540	33567445	3805	-0.0425
TCGA-A2-A3XX-01	22	33567698	33567804	3	-2.8482
TCGA-A2-A3XX-01	22	33568590	43064008	5359	-0.028
TCGA-A2-A3XX-01	22	43067248	43067643	2	-2.0974
TCGA-A2-A3XX-01	22	43068349	48940621	4318	-0.0534
TCGA-A2-A3XX-01	X	3236359	73139030	27914	0.153
TCGA-A2-A3XX-01	X	73139996	155677414	36017	-0.1143
TCGA-D8-A1JL-01	1	3301765	7492530	2735	0.3359
TCGA-D8-A1JL-01	1	7494922	7511538	2	-1.776
TCGA-D8-A1JL-01	1	7511749	10004059	1216	0.3495
TCGA-D8-A1JL-01	1	10005145	16410856	3333	-0.0431
TCGA-D8-A1JL-01	1	16413458	17360532	296	0.3414
TCGA-D8-A1JL-01	1	17362409	30666733	7211	-0.063
TCGA-D8-A1JL-01	1	30667100	36661109	3022	0.1719
TCGA-D8-A1JL-01	1	36661242	40057978	1874	-0.0937
TCGA-D8-A1JL-01	1	40059018	41505556	742	0.093
TCGA-D8-A1JL-01	1	41507209	47175303	2999	-0.1063
TCGA-D8-A1JL-01	1	47175369	51308763	2166	0.2876
TCGA-D8-A1JL-01	1	51313087	54188849	1554	-0.1141
TCGA-D8-A1JL-01	1	54192585	64412136	7375	0.2998
TCGA-D8-A1JL-01	1	64412702	66285081	1383	-0.1003
TCGA-D8-A1JL-01	1	66291344	81238897	8652	0.27
TCGA-D8-A1JL-01	1	81239267	86381207	3433	0.1291
TCGA-D8-A1JL-01	1	86383800	86392338	2	2.5607
TCGA-D8-A1JL-01	1	86393286	87069570	347	0.1183
TCGA-D8-A1JL-01	1	87075012	88910950	1286	-0.1188
TCGA-D8-A1JL-01	1	88911345	146716041	18440	0.1399
TCGA-D8-A1JL-01	1	149906351	149963014	19	0.6698
TCGA-D8-A1JL-01	1	149963240	150082937	62	1.0302
TCGA-D8-A1JL-01	1	150085678	152930644	1267	0.5811
TCGA-D8-A1JL-01	1	152933231	152981901	47	-0.3857
TCGA-D8-A1JL-01	1	152982363	191339774	24233	0.1312
TCGA-D8-A1JL-01	1	191342461	192384810	552	-0.0802
TCGA-D8-A1JL-01	1	192385026	192667149	218	0.1975
TCGA-D8-A1JL-01	1	192671615	197027174	2526	-0.1175
TCGA-D8-A1JL-01	1	197030097	198909218	1087	0.1198
TCGA-D8-A1JL-01	1	198910993	199962195	606	-0.1181
TCGA-D8-A1JL-01	1	199963391	202025359	1432	0.1453
TCGA-D8-A1JL-01	1	202026266	202108168	45	0.6174
TCGA-D8-A1JL-01	1	202108267	205483174	2242	0.1399
TCGA-D8-A1JL-01	1	205483338	211630420	4122	-0.0956
TCGA-D8-A1JL-01	1	211630922	212172747	304	-0.475
TCGA-D8-A1JL-01	1	212177977	231882509	12401	-0.1107
TCGA-D8-A1JL-01	1	231884208	247650984	10397	0.154
TCGA-D8-A1JL-01	2	480597	20386745	13099	-0.1218
TCGA-D8-A1JL-01	2	20387416	20786748	270	0.1582
TCGA-D8-A1JL-01	2	20788547	41024614	10894	-0.1141
TCGA-D8-A1JL-01	2	41024662	43230133	1389	0.1463
TCGA-D8-A1JL-01	2	43230434	43742302	283	-0.1269
TCGA-D8-A1JL-01	2	43742343	85734723	23867	0.1402
TCGA-D8-A1JL-01	2	85734951	86312037	246	0.3452
TCGA-D8-A1JL-01	2	86313864	95403809	933	0.0944
TCGA-D8-A1JL-01	2	95405756	218829760	67249	-0.1009
TCGA-D8-A1JL-01	2	218831581	219260551	190	0.2266
TCGA-D8-A1JL-01	2	219262454	219576345	163	-0.1004
TCGA-D8-A1JL-01	2	219580895	222093938	1733	-0.472
TCGA-D8-A1JL-01	2	222095302	222113761	31	-1.1556
TCGA-D8-A1JL-01	2	222113831	229258290	4551	-0.4632
TCGA-D8-A1JL-01	2	229260240	231035480	925	-0.1161
TCGA-D8-A1JL-01	2	231039477	241537572	6122	-0.4776
TCGA-D8-A1JL-01	3	2170634	4696861	1436	0.1472
TCGA-D8-A1JL-01	3	4697090	4829788	131	0.4043
TCGA-D8-A1JL-01	3	4832814	33313446	17172	0.1534
TCGA-D8-A1JL-01	3	33314020	34562440	684	0.573
TCGA-D8-A1JL-01	3	34565003	47022946	7374	0.159
TCGA-D8-A1JL-01	3	47024000	47136984	40	-0.399
TCGA-D8-A1JL-01	3	47146978	48565640	554	0.1772
TCGA-D8-A1JL-01	3	48571168	111368344	33174	-0.1288
TCGA-D8-A1JL-01	3	111368717	120858296	5846	-0.4808
TCGA-D8-A1JL-01	3	120858370	121533104	274	-0.1203
TCGA-D8-A1JL-01	3	121535155	122363428	407	0.1615
TCGA-D8-A1JL-01	3	122363991	122406903	23	-0.2344
TCGA-D8-A1JL-01	3	122410449	122561899	66	-0.5028
TCGA-D8-A1JL-01	3	122565099	128914195	3856	-0.1323
TCGA-D8-A1JL-01	3	128918118	136133548	4226	0.1431
TCGA-D8-A1JL-01	3	136134711	136413881	92	0.4853
TCGA-D8-A1JL-01	3	136423577	137822772	688	0.1552
TCGA-D8-A1JL-01	3	137833267	138668107	368	0.5192
TCGA-D8-A1JL-01	3	138670659	139781499	576	0.1887
TCGA-D8-A1JL-01	3	139782501	140167122	331	0.5429
TCGA-D8-A1JL-01	3	140169102	175331505	18269	0.377
TCGA-D8-A1JL-01	3	175333326	175360537	46	0.8912
TCGA-D8-A1JL-01	3	175360691	187157328	5774	0.3655
TCGA-D8-A1JL-01	3	187157651	193186714	3942	0.4262
TCGA-D8-A1JL-01	3	193201584	193247545	28	0.9706
TCGA-D8-A1JL-01	3	193254322	197812401	1713	0.4186
TCGA-D8-A1JL-01	4	1059384	28895612	17518	-0.1379
TCGA-D8-A1JL-01	4	28902590	48064938	10810	0.1319
TCGA-D8-A1JL-01	4	48065850	155405340	57737	-0.136
TCGA-D8-A1JL-01	4	155411762	187842528	17230	-0.4944
TCGA-D8-A1JL-01	5	914118	37695563	21691	0.3276
TCGA-D8-A1JL-01	5	37695641	37970818	212	0.5694
TCGA-D8-A1JL-01	5	37971143	39236848	937	0.324
TCGA-D8-A1JL-01	5	39238872	39286852	45	-0.3378
TCGA-D8-A1JL-01	5	39287921	50837635	3234	-0.1553
TCGA-D8-A1JL-01	5	50837911	51951056	589	0.3428
TCGA-D8-A1JL-01	5	51958279	54073185	1341	-0.1413
TCGA-D8-A1JL-01	5	54074235	58120672	2645	-0.4901
TCGA-D8-A1JL-01	5	58121126	59527134	1009	-0.103
TCGA-D8-A1JL-01	5	59527540	89488886	15927	-0.4759
TCGA-D8-A1JL-01	5	89489710	89491366	3	-2.9235
TCGA-D8-A1JL-01	5	89491877	91537962	1109	-0.4958
TCGA-D8-A1JL-01	5	91538660	91545664	2	3.0003
TCGA-D8-A1JL-01	5	91545931	95567749	1975	-0.441
TCGA-D8-A1JL-01	5	95568031	95791325	127	0.3579
TCGA-D8-A1JL-01	5	95791550	95918798	102	-0.0923
TCGA-D8-A1JL-01	5	95919657	107539250	5248	-0.4611
TCGA-D8-A1JL-01	5	107539800	107608658	43	-1.1744
TCGA-D8-A1JL-01	5	107616795	134100332	15885	-0.4775
TCGA-D8-A1JL-01	5	134101898	138579751	2736	-0.1024
TCGA-D8-A1JL-01	5	138580589	139273920	325	0.1823
TCGA-D8-A1JL-01	5	139278161	144796723	3091	-0.1191
TCGA-D8-A1JL-01	5	144796802	167969684	14962	-0.4726
TCGA-D8-A1JL-01	5	167970004	167970034	2	-5.3647
TCGA-D8-A1JL-01	5	167970535	175531549	5274	-0.5005
TCGA-D8-A1JL-01	5	175531740	176349152	286	-0.0585
TCGA-D8-A1JL-01	5	176349279	176485931	48	0.1101
TCGA-D8-A1JL-01	5	176488860	177178160	222	-0.0699
TCGA-D8-A1JL-01	5	177179051	180934240	1732	0.1161
TCGA-D8-A1JL-01	6	1011760	7896719	5114	0.1486
TCGA-D8-A1JL-01	6	7896830	7897167	3	-1.7138
TCGA-D8-A1JL-01	6	7903067	10031861	1460	0.1282
TCGA-D8-A1JL-01	6	10036537	13137241	2161	0.3525
TCGA-D8-A1JL-01	6	13137533	14690546	1171	0.8486
TCGA-D8-A1JL-01	6	14691381	14746744	64	1.2515
TCGA-D8-A1JL-01	6	14749417	17830770	1892	0.3506
TCGA-D8-A1JL-01	6	17831188	17969358	91	0.1671
TCGA-D8-A1JL-01	6	17970500	17973737	2	-1.9154
TCGA-D8-A1JL-01	6	17974403	19057426	845	0.1408
TCGA-D8-A1JL-01	6	19057450	19057465	2	2.7193
TCGA-D8-A1JL-01	6	19057670	38349409	9598	0.1434
TCGA-D8-A1JL-01	6	38349910	82040038	23062	0.3658
TCGA-D8-A1JL-01	6	82040306	108817852	14934	0.1346
TCGA-D8-A1JL-01	6	108818716	109988194	744	0.3657
TCGA-D8-A1JL-01	6	109990801	124644144	8098	0.1292
TCGA-D8-A1JL-01	6	124644315	138468398	8947	0.3754
TCGA-D8-A1JL-01	6	138468686	143809641	2904	-0.161
TCGA-D8-A1JL-01	6	143810100	143877651	40	0.4064
TCGA-D8-A1JL-01	6	143879083	146542401	1572	-0.1583
TCGA-D8-A1JL-01	6	146550254	146551343	2	2.1298
TCGA-D8-A1JL-01	6	146551549	157139421	7375	-0.1694
TCGA-D8-A1JL-01	6	157146023	160786975	2212	0.3917
TCGA-D8-A1JL-01	6	160788985	170596889	4819	-0.1243
TCGA-D8-A1JL-01	7	664936	1500838	162	0.7704
TCGA-D8-A1JL-01	7	1500908	1952798	149	0.8953
TCGA-D8-A1JL-01	7	1953739	2884108	377	1.0162
TCGA-D8-A1JL-01	7	2884471	5494526	1191	0.8567
TCGA-D8-A1JL-01	7	5502882	15293144	5422	0.7094
TCGA-D8-A1JL-01	7	15294187	17805198	1225	0.5743
TCGA-D8-A1JL-01	7	17805641	19748494	777	0.3476
TCGA-D8-A1JL-01	7	19749151	29546295	6776	0.1794
TCGA-D8-A1JL-01	7	29546631	34317084	3053	0.2352
TCGA-D8-A1JL-01	7	34320220	35346222	540	0.1934
TCGA-D8-A1JL-01	7	35349305	36200824	682	0.454
TCGA-D8-A1JL-01	7	36202934	41030426	3194	0.2163
TCGA-D8-A1JL-01	7	41031977	41103346	55	-0.1316
TCGA-D8-A1JL-01	7	41103519	52089731	7038	0.0261
TCGA-D8-A1JL-01	7	52090477	54913256	1863	-0.0844
TCGA-D8-A1JL-01	7	54914114	66211052	1671	0.1719
TCGA-D8-A1JL-01	7	66218361	94951464	14028	-0.1426
TCGA-D8-A1JL-01	7	94957365	105887212	5342	0.1485
TCGA-D8-A1JL-01	7	105887427	106400026	401	0.4155
TCGA-D8-A1JL-01	7	106404268	149400948	23290	0.1483
TCGA-D8-A1JL-01	7	149401306	152644074	1477	-0.0963
TCGA-D8-A1JL-01	7	152646144	158592540	3160	0.1255
TCGA-D8-A1JL-01	8	667625	903734	138	0.112
TCGA-D8-A1JL-01	8	903837	1423660	126	0.3123
TCGA-D8-A1JL-01	8	1424233	4071207	1524	-0.1751
TCGA-D8-A1JL-01	8	4071554	4254332	106	0.1458
TCGA-D8-A1JL-01	8	4254736	8459149	1391	-0.1799
