Samples	pathway	Cluster
TCGA-AR-A0TU-01	0.893412809463324	clust2
TCGA-AR-A1AY-01	0.815971834350389	clust2
TCGA-AR-A256-01	0.989527538497836	clust2
TCGA-B6-A3ZX-01	0.986325782838893	clust2
TCGA-B6-A402-01	0.65854644249673	clust2
TCGA-BH-A0B9-01	0.933158380150108	clust2
TCGA-BH-A0BG-01	1.06517527433042	clust2
TCGA-BH-A0E0-01	0.679977300488872	clust2
TCGA-BH-A0WA-01	0.940813806829555	clust2
TCGA-BH-A18G-01	0.843810757717821	clust2
TCGA-BH-A1FC-01	1.03568521290506	clust2
TCGA-C8-A1HJ-01	0.854187399667077	clust2
TCGA-C8-A27B-01	1.26502734056476	clust2
TCGA-D8-A147-01	0.966781251701929	clust2
TCGA-D8-A1JF-01	0.849293123413924	clust2
TCGA-D8-A1XK-01	1.19217516774338	clust2
TCGA-E2-A14N-01	1.02398658350294	clust2
TCGA-E2-A14R-01	0.913555005465248	clust2
TCGA-E2-A150-01	1.0750991567998	clust2
TCGA-E2-A158-01	0.517179650507652	clust2
TCGA-E2-A1LH-01	1.09740517310199	clust2
TCGA-E2-A1LS-01	0.680680755155885	clust2
TCGA-EW-A1OW-01	0.917326586888378	clust2
TCGA-EW-A1P8-01	1.0313195868178	clust2
TCGA-EW-A1PB-01	1.18604556488759	clust2
TCGA-EW-A6SB-01	1.03145216499576	clust2
TCGA-GI-A2C9-01	0.949214783359253	clust2
TCGA-GM-A2DB-01	0.830779943392713	clust2
TCGA-HN-A2NL-01	0.635591207035274	clust2
TCGA-LL-A5YO-01	1.1072551652603	clust2
TCGA-S3-AA10-01	1.19138081999444	clust2
TCGA-A2-A0D2-01	1.01759830528175	clust3
TCGA-A2-A0SX-01	1.18268170093142	clust3
TCGA-A2-A1G6-01	0.88665860356658	clust3
TCGA-A2-A3XX-01	0.837462381844189	clust3
TCGA-A2-A3XY-01	1.13954917053957	clust3
TCGA-A7-A26G-01	1.13019156808129	clust3
TCGA-A7-A4SE-01	0.974373523047892	clust3
TCGA-A7-A6VV-01	1.03005434909655	clust3
TCGA-A7-A6VW-01	1.02103035891876	clust3
TCGA-AC-A2QJ-01	1.02063192915147	clust3
TCGA-AC-A7VC-01	0.763983985007306	clust3
TCGA-AN-A0AL-01	1.12682322281956	clust3
TCGA-AO-A03U-01	1.1606303324314	clust3
TCGA-AO-A128-01	1.29906468490635	clust3
TCGA-AR-A1AR-01	1.27529831793163	clust3
TCGA-AR-A5QQ-01	1.33892611248026	clust3
TCGA-B6-A400-01	1.04127588715626	clust3
TCGA-BH-A0BL-01	1.16151936574705	clust3
TCGA-BH-A18V-01	1.15263079028839	clust3
TCGA-BH-A1EW-01	1.07806354860078	clust3
TCGA-BH-A42U-01	1.00104663563879	clust3
TCGA-C8-A12V-01	1.26824367096063	clust3
TCGA-C8-A131-01	1.01594545570058	clust3
TCGA-C8-A26X-01	1.17060606518474	clust3
TCGA-C8-A3M7-01	0.815010762588799	clust3
TCGA-D8-A13Z-01	1.08638989147703	clust3
TCGA-D8-A143-01	0.871031502204981	clust3
TCGA-D8-A1JL-01	1.20556740656731	clust3
TCGA-D8-A27F-01	0.964257346958719	clust3
TCGA-D8-A27M-01	1.23172817047273	clust3
TCGA-E2-A1L7-01	0.927317607169492	clust3
TCGA-E2-A1LL-01	0.893951714225741	clust3
TCGA-E9-A5FL-01	0.884468344872244	clust3
TCGA-EW-A1OV-01	1.0989304984504	clust3
TCGA-EW-A1P4-01	1.17490759646305	clust3
TCGA-EW-A1PH-01	0.882613809558444	clust3
TCGA-EW-A3U0-01	1.16232033988317	clust3
TCGA-GM-A2DH-01	0.956115824549341	clust3
TCGA-LL-A441-01	0.97198578379909	clust3
TCGA-LL-A73Y-01	0.983964271596859	clust3
TCGA-OL-A6VO-01	0.923270058812317	clust3
