logFC	AveExpr	t	P.Value	adj.P.Val	B
CH25H	-1.13908511187223	2.17061071130232	-6.30846524645006	5.78208034257418e-09	9.00735296293203e-07	10.238084170897
COL1A2	-1.3899795540134	9.26449667238111	-6.29988405361694	6.02333013295176e-09	9.3075023127007e-07	10.1990408840964
GASK1B	-1.14920761563122	4.25862916172273	-6.29450585391508	6.1795609090493e-09	9.4725253262635e-07	10.1745832706875
ABCA8	-0.793191324010277	0.844643698884363	-6.29116782643265	6.27852843077349e-09	9.54784787794055e-07	10.1594082821364
LHFPL6	-0.977054376950355	4.97058621058962	-6.28647016964082	6.4204578749186e-09	9.68680262530042e-07	10.1380585887345
ECM1	-1.15929259185211	4.69243836091645	-6.26877929018427	6.98389220286027e-09	1.04545592577348e-06	10.0577241893151
COL5A1	-1.37968027520459	6.27939512490593	-6.26682581904225	7.0490190056166e-09	1.04702521834589e-06	10.0488599057734
COL17A1	-1.97756224434424	2.42618146566723	-6.25791667005959	7.35371028558031e-09	1.08381971458959e-06	10.0084490815082
ADGRF5	-0.932870977471283	3.69591182831692	-6.25617765040661	7.41468049174499e-09	1.08381971458959e-06	10.0005642220827
FOLR2	-1.36916309464981	4.013735114321	-6.25471273907179	7.46642671707246e-09	1.08381971458959e-06	9.99392298543411
HIC1	-0.820234542265002	2.02584178771222	-6.24232627223256	7.91842731784176e-09	1.14078936719674e-06	9.93779746036483
SHISA5	-0.689502146410971	6.66154933149926	-6.23803459082117	8.08124155102279e-09	1.15543807075885e-06	9.91836314629401
COL3A1	-1.43609608248864	9.87899647217785	-6.23648825436563	8.14070975170633e-09	1.15543807075885e-06	9.91136229991383
STAB1	-1.04351466922911	3.98260315980025	-6.2145359697842	9.03292560077272e-09	1.27264623115004e-06	9.81206403718113
FILIP1L	-0.974898436378413	3.9327432534617	-6.21245290159353	9.12243194734698e-09	1.27587531783296e-06	9.80265011837848
CLEC2B	-0.88833847218272	3.6574463405674	-6.2075353146312	9.33721333630198e-09	1.29645177345567e-06	9.78043219286751
PRDM8	-0.556831336858739	1.0482311049398	-6.1967159286618	9.82745031995562e-09	1.35470342144367e-06	9.73157890839426
ITGA1	-0.804743307497671	3.06245946472831	-6.19344253770023	9.98070413446259e-09	1.36600194228884e-06	9.71680636527009
IGFBP7	-0.953984041899243	8.50277697762306	-6.17486915947278	1.08958900107595e-08	1.48068190422811e-06	9.63305647370839
FAP	-1.13283303983645	3.58195298079044	-6.17270400054876	1.10078121541764e-08	1.48535696257869e-06	9.62330127102841
F2R	-1.01668962073022	5.04912759257422	-6.17111163564476	1.1090846919951e-08	1.48609592890336e-06	9.61612785401257
C7	-1.88382493854363	2.11701861063223	-6.16669421156117	1.13244382161679e-08	1.49792783693036e-06	9.59623250142439
IL3RA	-0.914638139624438	4.00443119152987	-6.16588356849763	1.13678276273506e-08	1.49792783693036e-06	9.59258223704622
RIPOR3	-0.642401818329829	1.20948381169197	-6.16497682315252	1.14165548481903e-08	1.49792783693036e-06	9.5884995030407
CADM3	-1.37331166380839	1.47985445393963	-6.16358309998787	1.1491852827554e-08	1.49792783693036e-06	9.58222465022743
IL4R	-1.02331672549147	4.68988469206029	-6.16096060061837	1.16348653324519e-08	1.50632199077778e-06	9.570419411875
SCN1B	-0.731163669968855	1.93741537336462	-6.15745283230856	1.1828896748989e-08	1.52116436649247e-06	9.55463287435834
ADAM33	-0.907475233779003	1.02303356687571	-6.15545132425112	1.19410336110048e-08	1.52534763346976e-06	9.54562711558859
NBL1	-1.21425186051874	5.06727506714071	-6.14412905905291	1.25953631556881e-08	1.58776153569829e-06	9.49470917800905
MICOS10-NBL1	-1.21425186051874	5.06727506714071	-6.14412905905291	1.25953631556881e-08	1.58776153569829e-06	9.49470917800905
KCNE4	-1.01903272845873	2.66021988023652	-6.11639995028513	1.43506524876049e-08	1.78948405038516e-06	9.37019791268381
GNAI2	-0.623549040045218	6.8754020922636	-6.11593027071816	1.43823675047918e-08	1.78948405038516e-06	9.36809126678846
MMRN1	-1.01092867708918	1.07356413453831	-6.11184614206366	1.46610714355854e-08	1.80109655480823e-06	9.34977609617824
CTSK	-1.31968599102818	7.55241190128392	-6.11180805851127	1.4663695138567e-08	1.80109655480823e-06	9.34960533935797
TEK	-1.00658845070159	2.54588137631804	-6.09922885410793	1.55560909067613e-08	1.89853667429588e-06	9.29323169230023
EHD4	-0.525547371285179	4.83475365155512	-6.09561123399639	1.58224841660612e-08	1.91882670320188e-06	9.27702979647705
SPARC	-1.09631713240745	9.8567392565686	-6.08194662664541	1.6869832945171e-08	2.03297401926052e-06	9.21587367305314
SH2D3C	-0.865793445254598	3.39371638285037	-6.07757363026909	1.7219200197385e-08	2.06210684363808e-06	9.19631642683652
PCDH12	-0.75640876845544	2.97544889851899	-6.07475803693189	1.74479008774132e-08	2.07651694852245e-06	9.18372795743272
FAM110D	-0.795190698987363	1.92394808426609	-6.0696528180781	1.78702272336905e-08	2.11365076558483e-06	9.16090989582834
MAF	-0.91927826943964	3.94805768502424	-6.06732546859542	1.80660782940224e-08	2.12201139698012e-06	9.15051079660598
ITIH5	-1.07634853682994	1.81280172382279	-6.06618986845375	1.81624064038797e-08	2.12201139698012e-06	9.14543740026817
RARRES2	-1.27138340763433	5.7204665127938	-6.04867648157006	1.9713590283355e-08	2.28928547526888e-06	9.06725386237766
MEDAG	-1.34972009148069	3.29013445577606	-6.04643234032121	1.99215470411757e-08	2.29949857142149e-06	9.0572435742575
ID3	-1.07548610472675	5.80453503990031	-6.03879320640601	2.06457445368695e-08	2.36882102437698e-06	9.0231819474541
PCOLCE	-1.13840741948507	5.86921143249859	-6.01753094227738	2.28005541519711e-08	2.60048463158285e-06	8.92848926403476
ADAMTSL1	-0.620985924172407	1.16777008301259	-6.0069968915619	2.39485859913635e-08	2.71525950402672e-06	8.88163671771566
PRDM1	-0.84168876974404	3.50082387203578	-6.00428680513772	2.42530170333231e-08	2.73360034926767e-06	8.86958961183828
COL6A1	-1.21495282667832	8.34175266123563	-5.98851041176743	2.6102269937773e-08	2.92267120635909e-06	8.79951293411117
GJA4	-0.971398227736775	4.08531535661042	-5.98700042172405	2.62863710616617e-08	2.92267120635909e-06	8.79281058904415
COL14A1	-1.61596715044703	3.72030240883132	-5.98617061217007	2.63880861489548e-08	2.92267120635909e-06	8.78912769987264
TGFB3	-1.07792528327122	4.18957038760795	-5.97945260570001	2.72259297158547e-08	2.99813815681317e-06	8.7593210317089
NR5A2	-0.500084532682248	0.999336315404572	-5.97096264963094	2.83222570938247e-08	3.09439918281077e-06	8.72167654536972
CCL14	-0.720594634652224	0.702835971019262	-5.97017716069675	2.84258558431404e-08	3.09439918281077e-06	8.71819504361836
COL6A2	-1.2766834070119	8.55531359784517	-5.96897934103662	2.85845548435627e-08	3.09439918281077e-06	8.71288642270142
PLK3	-0.772897737122584	3.90079022530458	-5.96679349294296	2.88764058174693e-08	3.10843152735129e-06	8.70320033629039
ADRA2A	-1.33940664283012	2.59996718937675	-5.96378947231144	2.92822823412904e-08	3.13451291587411e-06	8.68989161830127
SOCS3	-1.05300013579387	6.28153045959072	-5.91410279836994	3.68687525882263e-08	3.92467871301669e-06	8.47025685412063
VSTM4	-0.912845500474047	2.33160313286103	-5.90995564485395	3.75830143720164e-08	3.97860849934921e-06	8.45196703408875
LRRN4CL	-0.820888357189846	1.10145921939445	-5.90844277282638	3.78469458448623e-08	3.98453477655718e-06	8.44529658003995
CHSY3	-0.759905390750209	1.95433458070666	-5.88577230696316	4.20271037916375e-08	4.39898833108151e-06	8.34544417466335
DPT	-1.4771494729434	4.86512289288267	-5.88466359339632	4.22427771472782e-08	4.39898833108151e-06	8.34056587789098
CCDC69	-1.1164395053735	3.55643929211139	-5.87743855813118	4.3675103535488e-08	4.50118815681237e-06	8.30878757226352
COX7A1	-0.980268281834737	3.3526013342338	-5.87734473526279	4.3694013734518e-08	4.50118815681237e-06	8.30837503758765
PRSS23	-1.03589565135027	4.57161246407614	-5.87140805600192	4.49070623936895e-08	4.60141295468173e-06	8.28227863785703
CALHM5	-0.672231370988958	1.73311294687338	-5.86935001998333	4.53352569653259e-08	4.62057903570537e-06	8.27323511412391
MAP1A	-0.795994682434617	2.36866558731052	-5.86066403992142	4.71870733081069e-08	4.7838704320457e-06	8.23508477461108
C1QTNF6	-0.958357645781538	3.79815655898156	-5.85315890992793	4.88468206735707e-08	4.92607332066468e-06	8.20214445089966
FOSB	-1.58538196710548	3.24005737844482	-5.85056482018427	4.94337283189089e-08	4.95916056711316e-06	8.19076396493638
PDPN	-1.12812616742612	4.02782076922385	-5.84402110675016	5.09451753675779e-08	5.08416929801125e-06	8.1620677703909
MRVI1	-0.924333180217709	2.52734862458438	-5.83273761578145	5.36586975290551e-08	5.32036044517443e-06	8.11262536115768
LUM	-1.2618150404488	8.43612373996003	-5.8318938303739	5.38672264685476e-08	5.32036044517443e-06	8.10893002820531
PTPRE	-0.723825467914773	2.73207147408116	-5.82116735174692	5.65884905957472e-08	5.53993151504666e-06	8.06197801065672
FSTL3	-1.12065146721941	3.58233455389435	-5.82085940766009	5.66685755936092e-08	5.53993151504666e-06	8.06063074112086
DHH	-0.480370107792152	0.56618731101806	-5.81621705342308	5.78894525844211e-08	5.63055736533042e-06	8.04032473635463
COL15A1	-1.0640812260155	5.66638963754208	-5.8086746171782	5.99282911112571e-08	5.79942417163029e-06	8.00735160993779
SLC22A3	-0.975835054558819	1.40221821088041	-5.80051656343557	6.22129261900723e-08	5.9902606971255e-06	7.97171241762656
ETS2	-0.730135801005864	5.50283967841013	-5.79427829618987	6.40174168007213e-08	6.13318861659311e-06	7.94447770899366
GGT5	-1.04421422299884	4.00551593401418	-5.78273542515037	6.74928084853286e-08	6.43397862381782e-06	7.89412505059848
PLAC9	-1.13976595209432	2.60904632091179	-5.77753727932831	6.91177467597332e-08	6.55626309734281e-06	7.8714668076237
FBN1	-1.25084971911694	4.88588734016111	-5.7741650048945	7.01923895605273e-08	6.62540086881411e-06	7.85677311768833
C2CD4B	-1.02115072634519	1.27119331733405	-5.77171169244665	7.09844744631479e-08	6.6673211528842e-06	7.84608637818461
PTPRB	-0.801062604946602	2.10653055218133	-5.76163646908329	7.43304044138295e-08	6.94753599499213e-06	7.80222342143947
JUNB	-1.02330994367524	7.4827891892891	-5.75690362741071	7.5955119888519e-08	7.06493229215491e-06	7.78163277436296
CPXM1	-1.32566562372966	4.94686270818111	-5.75530648315192	7.65112213627234e-08	7.0822778383147e-06	7.77468627996108
SPON1	-1.48825929546066	4.27296108811016	-5.74986696413977	7.84353201465713e-08	7.22547677561756e-06	7.75103573070834
ADAM12	-1.18425735646652	4.29425774937431	-5.73797305917004	8.28094169907168e-08	7.59191980363217e-06	7.69936347369729
ZBTB47	-0.771199422394168	3.68613151378362	-5.73439521859331	8.41714083488098e-08	7.68003978748355e-06	7.68383092911938
HSD17B11	-0.84048781136496	4.40048117764512	-5.73047394294324	8.56893852089195e-08	7.78148962079671e-06	7.66681335325429
ARHGAP23	-0.796516993891494	3.32268223182273	-5.72822379263289	8.65725417485273e-08	7.82460600209213e-06	7.65705094039573
PLPP1	-0.844172653716067	5.03829314922835	-5.72347314672051	8.84665426059874e-08	7.95825081161185e-06	7.63644669776452
USHBP1	-0.526169064498174	0.997409822576741	-5.71800824584524	9.06956129433647e-08	8.12064784863463e-06	7.61275592457519
RAMP3	-1.04340697710621	4.54332591951135	-5.71351905455385	9.25678430640328e-08	8.24973228348806e-06	7.59330398560821
PDLIM7	-0.918712320925769	5.24616644064485	-5.70660004199964	9.5527916873883e-08	8.47412229268737e-06	7.56333950996906
RAMP2	-0.849352946192934	5.11885863942744	-5.70037188671489	9.82717024201361e-08	8.67734603719921e-06	7.5363836172463
CRYBB1	-0.523748502356779	1.18847447185627	-5.6984842804912	9.91184371203801e-08	8.71196501680552e-06	7.52821704640854
CMA1	-0.872842460065582	0.79368549568394	-5.69645396760339	1.0003717437697e-07	8.75256757185903e-06	7.51943468954293
ASPA	-0.395557899885579	0.466476608216081	-5.68566895698186	1.05059298361373e-07	9.10248844398106e-06	7.47281109369417
PLXDC1	-0.870344766736958	2.7662712256472	-5.68348943730636	1.06103835984854e-07	9.10248844398106e-06	7.46339481255977
AKAP12	-1.13904368380041	2.78024810089741	-5.68332834438177	1.06181442903479e-07	9.10248844398106e-06	7.46269891249223
HSPB7	-0.879040307489207	1.30077480986776	-5.68296977672287	1.06354383667344e-07	9.10248844398106e-06	7.46114998595308
SFRP2	-1.40168467879785	8.15591934827405	-5.68285076016234	1.06411847578506e-07	9.10248844398106e-06	7.46063587452302
ANTXR2	-0.759032584869679	3.49631119708676	-5.67989068800353	1.07850873881332e-07	9.18458041973426e-06	7.44785122916375
