logFC	AveExpr	t	P.Value	adj.P.Val	B
CDKN1A	1.18354787651515	6.03019723384146	5.76851925764027	7.20291922288815e-08	2.12330977276553e-05	7.84492647330436
C11orf96	1.13812360641535	3.57334612358417	5.76401797628901	7.35266819457567e-08	2.13461326176158e-05	7.82560768428422
SERPINF1	1.00291520135678	6.98788982557717	5.74411861417285	8.0521197718827e-08	2.30278607386633e-05	7.74029739976879
HSPA12B	0.867582996097886	2.7846370216477	5.73776601326734	8.28886032534723e-08	2.33563018667615e-05	7.71309586438891
SLCO2A1	1.20070213077427	3.44995672893896	5.73319728638578	8.46333026426587e-08	2.35023001729853e-05	7.6935425837066
SERPINE1	1.39869543141402	5.41127104180629	5.71934144369076	9.01478238992848e-08	2.46760350533457e-05	7.63429244573685
VWF	1.10675220950735	5.08928417882736	5.69622823045651	1.00140972294685e-07	2.63828801054677e-05	7.53562496939284
ZNF385A	0.82288842152933	4.88992077194757	5.69593754816982	1.00273325016979e-07	2.63828801054677e-05	7.53438543238644
VSTM4	0.921752394758081	2.33160313286103	5.69540975325595	1.00514077955177e-07	2.63828801054677e-05	7.53213487783533
FOXP1	0.719889071760718	3.62482405242314	5.68868350299911	1.03632345455893e-07	2.68337752875726e-05	7.50346339066521
PRICKLE2	0.910352515235563	2.24698529590448	5.6831268226089	1.06279800499905e-07	2.71523634317157e-05	7.47979095184346
PKN3	0.723496033485007	3.25419564072958	5.66047762245418	1.17774128643846e-07	2.96314598794673e-05	7.38342923219813
LDB2	0.802627642832928	2.63023477980168	5.65804964460455	1.19076374443869e-07	2.96314598794673e-05	7.3731115529275
PTHLH	1.37911303811826	2.14441679356264	5.64659267001649	1.25414276523825e-07	3.08084993906795e-05	7.32445727084997
ECSCR	0.872110146546331	2.88914305958614	5.63213341551097	1.33886638073709e-07	3.20805519351705e-05	7.26312899926403
ARHGAP23	0.816395896492356	3.32268223182273	5.62954373156946	1.35462197966055e-07	3.20805519351705e-05	7.25215392809318
F3	1.38983517081559	4.00731652519022	5.62929366453517	1.35615297048631e-07	3.20805519351705e-05	7.25109428921639
GNG11	0.798023285017684	4.11665682456098	5.60136030351872	1.53828455640604e-07	3.59452077869466e-05	7.13288943545047
S1PR1	1.0238195498754	4.05225748981559	5.59389123753583	1.59091481858829e-07	3.67271311312894e-05	7.10133690591132
BDKRB1	0.443909250364132	0.578869032864612	5.58382844640267	1.66461988464273e-07	3.79179275425914e-05	7.05886365206508
CD34	0.796231678604701	4.02843459534453	5.58150932196243	1.68207496535686e-07	3.79179275425914e-05	7.04908095737938
ARHGEF15	0.837581264524717	2.67224920851502	5.5756502543836	1.72697640755203e-07	3.84774359826795e-05	7.02437571792167
C1QTNF6	0.958185150749257	3.79815655898156	5.5705931182105	1.76667470288997e-07	3.89094873357181e-05	7.00306330249619
PLAC9	1.15053800535386	2.60904632091179	5.56773327491521	1.78951860803069e-07	3.89647341459956e-05	6.99101568162902
TIE1	0.862267395569971	3.26130921633148	5.54534150847692	1.97866556499166e-07	4.25991133604552e-05	6.89680366280322
ROPN1	-1.64991395889944	2.77469946675984	-5.53387299257193	2.08298819549163e-07	4.43468186820169e-05	6.8486315452244
ESAM	0.813530925104005	4.59181965523964	5.52666537444979	2.15128811046318e-07	4.52976170160275e-05	6.81838500586043
EPAS1	0.9076209279581	5.59431131993454	5.51577021441518	2.25871337809991e-07	4.57339968485867e-05	6.77270524812601
TGFB1	0.944844853868877	5.44326190072961	5.51575715694098	2.2588452224117e-07	4.57339968485867e-05	6.77265053248726
HSD17B11	0.847459120614404	4.40048117764512	5.51506366764611	2.26585838007722e-07	4.57339968485867e-05	6.76974465950254
ADAM33	0.866532552781001	1.02303356687571	5.51490303402622	2.26748588310409e-07	4.57339968485867e-05	6.76907159814726
KANK3	0.768291622856528	1.58593450020754	5.50673544572671	2.35176386801111e-07	4.69397369530842e-05	6.73486342189575
TMEM273	0.864252186363875	2.50255150988399	5.49578969612149	2.46953253140123e-07	4.8782178179566e-05	6.68906373781301
PRSS23	1.02087596339266	4.57161246407614	5.48585762543238	2.58137774143183e-07	5.03869766419121e-05	6.64754949421464
TPPP3	1.14795969802346	3.11434549985424	5.48387380565671	2.60430432142015e-07	5.03869766419121e-05	6.63926251284767
IL3RA	0.867877610158667	4.00443119152987	5.47967927357033	2.65343773196308e-07	5.03869766419121e-05	6.62174627153614
SORCS2	1.04327266694665	1.75124428992973	5.47887391390744	2.66297473150671e-07	5.03869766419121e-05	6.61838397126144
MRGPRF	0.898783984508572	2.24476097098015	5.47725423894932	2.68225646755129e-07	5.03869766419121e-05	6.61162281902954
PHYHIP	0.667528414182573	0.730781256323844	5.47458443231475	2.71433833221891e-07	5.04945988190743e-05	6.60048045177359
KCNE4	0.971566747351856	2.66021988023652	5.47100470562944	2.75794422093077e-07	5.08124704012063e-05	6.58554533235512
OGN	1.60258112001738	1.93407633952643	5.46854177892288	2.78834330212086e-07	5.08832819161312e-05	6.57527283777939
THY1	1.04126204162075	5.90285480592352	5.46336339053513	2.85333174135922e-07	5.15780089586641e-05	6.55368302668859
TSHZ3	0.815235937058126	2.57942772863343	5.44996797759686	3.02839685335011e-07	5.42309458944312e-05	6.49788800880362
CREB3L1	1.11038878949018	4.12935721174523	5.44623977322971	3.07896223745372e-07	5.46185856392456e-05	6.48237288362205
GASK1B	1.06836610425651	4.25862916172273	5.44419437096115	3.10705382531067e-07	5.46185856392456e-05	6.47386337293146
CTSG	1.08816533326302	1.19134400523191	5.44116983323124	3.14905294024693e-07	5.48536394437014e-05	6.46128365746373
PHLDB2	1.01243968410289	2.53239505647406	5.43245819049414	3.27315182264017e-07	5.65016775437913e-05	6.42507208476548
SEMA3F	0.856755450765491	4.89691256867801	5.4256508995126	3.37344060342604e-07	5.75337773569593e-05	6.39679914252822
TRIM62	0.627673155736558	3.1439403208094	5.42434672946533	3.39299454169219e-07	5.75337773569593e-05	6.3913847814924
MAP1A	0.776244797749569	2.36866558731052	5.4037806737244	3.71641251831011e-07	6.20358467748919e-05	6.30610091851259
MFAP4	1.54896601426292	4.63495106603878	5.40214050596917	3.74346626655096e-07	6.20358467748919e-05	6.29930735626238
RGS12	0.577287009363167	2.91309599672538	5.40140697700089	3.75562769473799e-07	6.20358467748919e-05	6.29626946482782
CLEC2B	0.82864394670888	3.6574463405674	5.39674095675978	3.83389671671982e-07	6.27874316145885e-05	6.27695076279698
ADGRA2	0.915449854681531	3.57185952244464	5.39425899940234	3.8761772576323e-07	6.29418918927902e-05	6.26667860312594
BDKRB2	0.823565007805114	2.17856175625543	5.38796584903047	3.98543615957913e-07	6.4172220381257e-05	6.2406450160738
MSX1	0.852298894046716	2.19390966326203	5.38059076806158	4.11731466272613e-07	6.53612541359708e-05	6.21015777895758
SLIT3	1.07326279645197	2.70312731419742	5.3800305573108	4.127504697277e-07	6.53612541359708e-05	6.20784294584528
ROBO4	0.708309237540838	2.99651376065324	5.37455468735792	4.2284161037215e-07	6.63224747868107e-05	6.18522350269787
TBC1D9	1.07185579012337	4.47736657580071	5.3730038329878	4.25743144866015e-07	6.63224747868107e-05	6.17881970993787
SSC5D	0.939766212711922	2.43008320822828	5.35751882376731	4.55802853371115e-07	7.04325683342253e-05	6.11493711937705
CPXM1	1.3006596324826	4.94686270818111	5.35059962792451	4.69895903117013e-07	7.20294031970007e-05	6.08642659956127
SRPX2	1.1586705063021	4.04205883131046	5.33899528316426	4.94493383418997e-07	7.5198315235646e-05	6.03865860775267
MAST4	0.80901381974544	2.32575352506397	5.33429484782353	5.0481096351628e-07	7.61628572593342e-05	6.01932682400295
DHH	0.466164862637527	0.56618731101806	5.33137701779453	5.11321183681608e-07	7.65423843790882e-05	6.00733142637906
PLPP7	0.783824564545156	1.71655284576567	5.32742740026463	5.20264343644119e-07	7.72774037873252e-05	5.99110032748411
ZFP36L1	0.769782110037274	7.81331649320031	5.31816393546534	5.41843528784609e-07	7.98635681157069e-05	5.95305911025206
INMT	0.88210503551865	1.36507541137257	5.31542502273818	5.4838962116656e-07	8.02114010013165e-05	5.94181888155934
DCN	1.26302760556867	6.05807345579892	5.30818844657918	5.66059257376686e-07	8.18124042395969e-05	5.91213686111522
ACKR3	0.81738816523469	4.41703128323362	5.30745742110705	5.67874837631981e-07	8.18124042395969e-05	5.90913974521487
CLEC14A	0.879878470919031	4.11015848922654	5.3025564507229	5.80194677069992e-07	8.24441132558631e-05	5.88905256021171
SELP	1.31510757353694	2.20839260108563	5.30189808021926	5.81869423484775e-07	8.24441132558631e-05	5.88635497640479
CHRD	0.798274714814092	1.52495019595667	5.30060684545277	5.85167757569928e-07	8.24441132558631e-05	5.88106488334671
GNA14	0.789073327462775	1.55499546308734	5.29779903129049	5.92403205009027e-07	8.28542905925398e-05	5.86956406682437
OLFML1	0.8134781527397	2.97944565154198	5.29113799474168	6.09919336124508e-07	8.41943704253367e-05	5.84229464568488
COL5A1	1.25789168184111	6.27939512490593	5.29081823486296	6.10772793127801e-07	8.41943704253367e-05	5.84098609345039
PCOLCE	1.06903642632851	5.86921143249859	5.28535135796631	6.25545919181682e-07	8.56148954102872e-05	5.81862115394982
SCARF1	0.655397136826749	2.6191013729982	5.27622438579589	6.5099087988516e-07	8.84655053154579e-05	5.78131291515249
CTSK	1.22263816742843	7.55241190128392	5.27344060211398	6.58950938881661e-07	8.8916612252898e-05	5.76994117788729
NOTCH4	0.676085681129776	2.69541975221841	5.27056005263895	6.67287734313122e-07	8.94118900501659e-05	5.75817785368498
HIC1	0.747192623541585	2.02584178771222	5.26606236611587	6.8051114393108e-07	9.05505140893293e-05	5.73981814738192
ERG	0.802404923917792	2.41363473577276	5.25521252786681	7.13472081103848e-07	9.42816451450402e-05	5.69556661909492
FZD4	0.847910382176475	3.50303912613621	5.2510723937893	7.2645603217257e-07	9.53398906332782e-05	5.6786950477535
IL4R	0.938451964171492	4.68988469206029	5.24593034586976	7.42903564846602e-07	9.68352054831684e-05	5.65775144840293
CHURC1-FNTB	0.352104867742625	2.50138173382553	5.244354918346	7.48015132306008e-07	9.68426888521312e-05	5.6513371393412
ARL15	0.709084591687919	3.70638708433409	5.24151358214091	7.57320946850321e-07	9.73894406885839e-05	5.63977158965477
NAV3	0.556854616421901	0.785331760210306	5.23836315804638	7.67771202641766e-07	9.80750934254592e-05	5.62695223147896
SNED1	0.844290806192244	2.02481259453547	5.23365252396776	7.83659876372303e-07	9.944176749119e-05	5.60779272613124
PDGFRB	1.04160304093341	5.69771089501714	5.21528877521554	8.48720853234694e-07	0.000105483984929988	5.53319943743838
IER3	1.17332463753822	6.94990302691957	5.21475163789498	8.50701123271628e-07	0.000105483984929988	5.53101993141169
PDE1B	0.621263625977939	1.61866836344849	5.2143354106076	8.5223873280971e-07	0.000105483984929988	5.52933112546829
CST3	0.996993899592777	6.86711541437639	5.21404945242307	8.53296678886701e-07	0.000105483984929988	5.52817092139449
FHOD1	0.699090464553987	3.99556568100578	5.21220257862969	8.6016040279173e-07	0.000105650855627515	5.52067860046566
NNMT	1.10111328243403	6.31834823715271	5.20361677179691	8.92782525031359e-07	0.000107012168440487	5.48586875336253
VEGFC	0.921793068108205	3.4225790461122	5.20323352885158	8.94266473761836e-07	0.000107012168440487	5.48431574826378
EMILIN1	1.25101774157135	5.57722664124771	5.2026240539181	8.96631369780844e-07	0.000107012168440487	5.48184612943556
FNTB	0.385010850458826	3.3545711305061	5.20225562771842	8.98063901946633e-07	0.000107012168440487	5.48035333394388
SYT17	0.890870763004517	1.38068014343383	5.20197204665165	8.99168055890524e-07	0.000107012168440487	5.47920435821275
EHD4	0.481480534299294	4.83475365155512	5.18764915775378	9.56692176451973e-07	0.000113155424648125	5.4212213178599
SH2D3C	0.793205523113432	3.39371638285037	5.17341634081582	1.01740466778576e-06	0.000119598103309466	5.36369743720146
GLT8D2	0.894493072596196	3.54218369658943	5.17166331832109	1.02513757246906e-06	0.000119772323329754	5.35661889304212
BMP1	0.842293462267193	4.21725462136975	5.166070937892	1.05019165954291e-06	0.000121955893263646	5.33404697498731
ABCD4	0.543383728184669	3.1697205822475	5.15523850875025	1.10043119025793e-06	0.000127020253232122	5.29036687668307
PRR5L	0.791412853629911	2.50625689903069	5.15070820991139	1.122130381188e-06	0.000128749342718223	5.27211547489265
COL5A3	1.19631119165344	4.05073176574655	5.14715885913373	1.13942198155214e-06	0.000129614241717939	5.25782279951297
DACH1	0.860556912355869	1.02371742024501	5.14639087260278	1.14319747666258e-06	0.000129614241717939	5.2547310189543
IGFBP7	0.859604763264667	8.50277697762306	5.14332981318252	1.15836750321893e-06	0.000130332029771737	5.24241048392911
COL1A1	1.27732937418095	9.96998729561504	5.14237642810195	1.16313225254251e-06	0.000130332029771737	5.23857408174834
DLL4	0.671129269458746	2.97165769164987	5.13908090771134	1.17974996805623e-06	0.000131425518243752	5.22531627481349
COL3A1	1.28284330541616	9.87899647217785	5.13516540802129	1.19979495980018e-06	0.000132885960836597	5.20957096426972
HNMT	0.658100859661523	4.08014668542569	5.1263112370339	1.24635502286634e-06	0.000136362652582182	5.17399259551012
TK2	0.565303762696518	3.63114303347546	5.12619736120789	1.24696516855616e-06	0.000136362652582182	5.17353525427957
CSRNP1	0.744485476633684	4.68693270590044	5.12516029171229	1.25253519411639e-06	0.000136362652582182	5.16937052084439
LRP1	1.01386189586014	5.2871561240926	5.12144053098753	1.27271396405956e-06	0.000137776679465228	5.15443664651493
LOXL1	0.938219448374034	4.74680786400602	5.11757692801619	1.29400844891918e-06	0.000139294920728878	5.13893222823612
POLM	0.505055112933205	3.66712842133981	5.11418670151578	1.31297962960862e-06	0.000140547501021959	5.12533327838248
GPR4	0.639177606730382	3.16201278208601	5.10488296459564	1.36644529986769e-06	0.000145458102170916	5.08804199698222
CHST7	0.512604114484375	2.19441552422541	5.09973845650707	1.39691402736155e-06	0.000147879942973894	5.06743945171599
CCM2L	0.659547969745335	1.8879874445334	5.09816582974557	1.40635942895227e-06	0.000148061829770079	5.06114397004384
TMEM173	0.80312076712415	5.04405130719298	5.08929300756484	1.46082821555934e-06	0.000152285766165944	5.02564674539098
GLT8D1	0.438200771471855	5.21708986313681	5.08904566120548	1.46237570975073e-06	0.000152285766165944	5.02465773369364
MLPH	1.58308654721861	2.86115484280271	5.08706235760215	1.47484190294448e-06	0.000152753760553077	5.01672857464606
STON2	1.10777861937652	1.85762906577664	5.08524811536722	1.48633608201823e-06	0.000153116589610491	5.00947696458568
ADAMTS14	0.864273197048143	2.02061698739163	5.08093391239163	1.51402046354456e-06	0.000154389602283151	4.99223922963239
FAM43A	0.841595298267908	3.31730627237028	5.08081224016367	1.51480847707491e-06	0.000154389602283151	4.99175320811283
PLVAP	0.774083716229074	6.91088735409385	5.07871759653196	1.52843730886552e-06	0.000154954430027366	4.98338723651098
ITGB5	0.975635103587106	6.08871912509587	5.07292875885914	1.56672666944334e-06	0.00015775245656582	4.96027766966781
COL1A2	1.22008451208768	9.26449667238111	5.07206752379399	1.57250243745481e-06	0.00015775245656582	4.95684091673958
HEG1	0.881933115921266	4.43699507910957	5.06909634171765	1.59258794998564e-06	0.000158935300571224	4.94498717185618
ADCY4	0.705072695147593	1.87741560781379	5.06660598407312	1.60961535499518e-06	0.000159802278844884	4.93505498292668
MMP2	1.12632556716016	7.4977922028808	5.05651974011996	1.68040999855149e-06	0.000165970804032191	4.89485900240001
CXCL14	2.00797412247327	5.44565771944318	5.05425352179245	1.69672877566616e-06	0.000166723179848919	4.88583436003458
MXRA8	1.2994744596091	5.751393672284	5.04653043956294	1.75350924305725e-06	0.000170406883245128	4.85509778376
TRANK1	0.861505396735321	3.1335371257321	5.04627873351995	1.75539059334849e-06	0.000170406883245128	4.85409652147342
CPA3	1.4178458562431	2.26380463507833	5.0448396726219	1.76618450401058e-06	0.000170406883245128	4.84837266568828
CDH5	0.806571643307518	4.11876396140354	5.04436072657802	1.76979123040449e-06	0.000170406883245128	4.84646788328502
PLXDC1	0.821988321886989	2.7662712256472	5.04221372134474	1.78604768548941e-06	0.000171112298508313	4.83793054693296
TPO	0.467838845870189	0.443093593468922	5.03349461950409	1.85357312624658e-06	0.000176698082945327	4.80328295436357
C7	1.66840729148227	2.11701861063223	5.02908453624904	1.888667307497e-06	0.000178531343945763	4.78577242009366
NPR1	0.85485274360743	2.43249565606111	5.02804405379581	1.89704100932568e-06	0.000178531343945763	4.78164249351152
ITGA3	1.17835603158209	3.85512958169132	5.02546189622141	1.9179784161592e-06	0.000178531343945763	4.77139556243072
ADAMTS15	1.20090347830268	1.95393449689132	5.02521083175403	1.92002612957913e-06	0.000178531343945763	4.77039942143144
P4HA3	0.8787684215784	2.4063713962717	5.02518857616504	1.92020775162446e-06	0.000178531343945763	4.77031112007644
FHAD1	0.313707695744671	0.738592679102965	5.02414916854732	1.92870874154652e-06	0.000178531343945763	4.7661874314888
TSC22D3	0.979246655246985	5.45367403797115	5.01938884117925	1.96811238062109e-06	0.000181302890985965	4.74730829990475
TSPAN1	1.62481288427946	2.759517946022	5.01742590380736	1.98458781570506e-06	0.000181945871467582	4.73952664404731
TLL1	0.728734437278434	1.07826957395816	4.98860288084823	2.24253199588202e-06	0.00020461502653855	4.62548093252406
MMP19	0.706379120052432	3.01547948464997	4.9852482399148	2.27459372884712e-06	0.00020623329906241	4.61223393201174
PODN	1.11011008575847	3.78614096323999	4.9845011745178	2.28179423836079e-06	0.00020623329906241	4.6092846314377
MYCT1	0.777123796684144	2.77196847465777	4.98233716830682	2.30277717104506e-06	0.000207152644950208	4.60074301615894
NR2F1	1.20585544632834	2.65392913796229	4.97177587718251	2.40790659426592e-06	0.000215597655386585	4.55908937474526
AVPR2	0.540423552631177	0.704976878781926	4.96856434717732	2.44079043108101e-06	0.000217525513720666	4.54643405580282
PCDH7	0.919830557701588	2.01109654851411	4.96324181425854	2.4962537682751e-06	0.000221438511360737	4.52547138435003
STIMATE	0.361050738072519	1.44706894171856	4.96135821857464	2.51617389686437e-06	0.000222176995565982	4.51805624932234
CERCAM	0.852128472791689	4.95953186547997	4.96023744568096	2.52810000803004e-06	0.000222206074559007	4.51364494704724
BHLHE40	0.999094649876288	7.10054633499077	4.95521914582776	2.58217722826236e-06	0.000225049436059024	4.49390083016591
FEZ1	0.738466194741654	1.64034401085466	4.95505728089564	2.58394008313686e-06	0.000225049436059024	4.49326419312287
ADGRL4	0.845102208720073	4.17408596416445	4.95117549538953	2.62656857429817e-06	0.000227727060869354	4.47800049660915
SLC22A4	0.576812401006209	1.73527178010512	4.94612729475491	2.68303046791606e-06	0.000231574535115944	4.45816151039234
PI16	1.53306371027506	2.02402541839811	4.9430821833496	2.71765755938677e-06	0.000233511374418878	4.44620062426963
RHOB	0.831637555991615	7.4370909503584	4.93680380781812	2.79042837586099e-06	0.000238693741561931	4.42155439807008
EGR3	1.17741925664493	2.66876169756316	4.93358725176851	2.82844102017593e-06	0.000240870037278182	4.40893519139625
WBP1L	0.561902520296325	5.59918074425586	4.91968484804072	2.99860830219065e-06	0.00025423156494812	4.35445273787128
MAFB	0.795766342872891	5.59352298131873	4.9106505081367	3.11448154191787e-06	0.000262892426540477	4.31909979729097
UBA7	0.872004061431786	4.53577043566032	4.90724916710446	3.15922482533239e-06	0.000265499591571026	4.30580038773487
ADRB2	0.796839997158526	1.34710940873751	4.90035216764886	3.25187800544623e-06	0.000272092726909848	4.27885066185443
TGFB1I1	0.881990442912459	3.69671745074475	4.89419198865541	3.33686154296152e-06	0.000277989582716024	4.25480030687153
C4B	1.34591101663054	2.27329455333171	4.88677388140139	3.44206592155175e-06	0.000285512662869494	4.22586423159796
LHFPL6	0.832954863392886	4.97058621058962	4.88502368623548	3.46735335891032e-06	0.000286370507371037	4.21904124123086
CTDSP1	0.530155502358049	6.0153351021886	4.88249716142502	3.50417610352007e-06	0.000288169606521666	4.20919452991911
USHBP1	0.481563864077445	0.997409822576741	4.8804973618795	3.53359122924433e-06	0.000289200213165306	4.20140293594021
FOLR2	1.17054485854372	4.013735114321	4.87959822337423	3.54689473899311e-06	0.000289200213165306	4.19790038435649
PLAT	1.18848941408997	4.2265907553475	4.86795346251307	3.72364688336462e-06	0.000300399085544797	4.15257583777286
